date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2008-10-23 00:00:00,Cuba,Curaçao,7,1,CFU Caribbean Cup qualification,Havana,Cuba,False
2008-10-23 00:00:00,Laos,Brunei,3,2,AFF Championship,Phnom Penh,Cambodia,True
2008-10-23 00:00:00,Malaysia,Myanmar,4,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
2008-10-25 00:00:00,Cambodia,Brunei,2,1,AFF Championship,Phnom Penh,Cambodia,False
2008-10-25 00:00:00,Cuba,Barbados,1,1,CFU Caribbean Cup qualification,Havana,Cuba,False
2008-10-25 00:00:00,Laos,Timor-Leste,2,1,AFF Championship,Phnom Penh,Cambodia,True
2008-10-25 00:00:00,Suriname,Curaçao,2,1,CFU Caribbean Cup qualification,Havana,Cuba,True
2008-10-26 00:00:00,Palestine,Jordan,1,1,Friendly,Al-Ram,Palestine,False
2008-10-27 00:00:00,Cuba,Suriname,6,0,CFU Caribbean Cup qualification,Havana,Cuba,False
2008-10-27 00:00:00,Curaçao,Barbados,1,2,CFU Caribbean Cup qualification,Havana,Cuba,True
2008-10-28 00:00:00,Thailand,North Korea,1,0,VFF Cup,Hanoi,Vietnam,True
2008-10-30 00:00:00,Vietnam,North Korea,0,0,VFF Cup,Hanoi,Vietnam,False
2008-11-05 00:00:00,Guyana,Saint Kitts and Nevis,1,1,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,True
2008-11-05 00:00:00,Trinidad and Tobago,Antigua and Barbuda,3,2,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,False
2008-11-07 00:00:00,Antigua and Barbuda,Guyana,2,1,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,True
2008-11-07 00:00:00,Trinidad and Tobago,Saint Kitts and Nevis,3,1,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,False
2008-11-08 00:00:00,Jersey,Gibraltar,2,1,Friendly,St. Helier,Jersey,False
2008-11-08 00:00:00,Saudi Arabia,Thailand,1,0,Friendly,Riyadh,Saudi Arabia,False
2008-11-09 00:00:00,Cayman Islands,Jamaica,0,2,Friendly,George Town,Cayman Islands,False
2008-11-09 00:00:00,Qatar,Iran,0,1,Friendly,Doha,Qatar,False
2008-11-09 00:00:00,Saint Kitts and Nevis,Antigua and Barbuda,3,4,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,True
2008-11-09 00:00:00,Trinidad and Tobago,Guyana,1,1,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,False
2008-11-11 00:00:00,Myanmar,Bangladesh,0,0,Friendly,Yangon,Myanmar,False
2008-11-12 00:00:00,Estonia,Latvia,1,1,Friendly,Tallinn,Estonia,False
2008-11-12 00:00:00,Mexico,Ecuador,2,1,Friendly,Phoenix,United States,True
2008-11-12 00:00:00,Saudi Arabia,Bahrain,4,0,Friendly,Riyadh,Saudi Arabia,False
2008-11-13 00:00:00,Bangladesh,Indonesia,0,2,Friendly,Yangon,Myanmar,True
2008-11-13 00:00:00,Japan,Syria,3,1,Friendly,Kobe,Japan,False
2008-11-15 00:00:00,Myanmar,Indonesia,2,1,Friendly,Yangon,Myanmar,False
2008-11-16 00:00:00,Vietnam,Thailand,2,2,VFF Cup,Hanoi,Vietnam,False
2008-11-18 00:00:00,Algeria,Mali,1,1,Friendly,Rouen,France,True
