date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1988-03-10 00:00:00,United Arab Emirates,Iraq,0,0,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-11 00:00:00,Guadeloupe,Suriname,0,2,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,False
1988-03-12 00:00:00,Kuwait,Bahrain,0,1,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-13 00:00:00,Algeria,Ivory Coast,1,1,African Cup of Nations,Casablanca,Morocco,True
1988-03-13 00:00:00,Gambia,Mali,2,1,Friendly,Banjul,Gambia,False
1988-03-13 00:00:00,Morocco,DR Congo,1,1,African Cup of Nations,Casablanca,Morocco,False
1988-03-13 00:00:00,Qatar,Iraq,0,3,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-13 00:00:00,Saudi Arabia,United Arab Emirates,2,2,Gulf Cup,Riyadh,Saudi Arabia,False
1988-03-14 00:00:00,Cameroon,Egypt,1,0,African Cup of Nations,Rabat,Morocco,True
1988-03-14 00:00:00,Kenya,Nigeria,0,3,African Cup of Nations,Rabat,Morocco,True
1988-03-14 00:00:00,Oman,Kuwait,0,2,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-16 00:00:00,Bahrain,Qatar,1,0,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-16 00:00:00,Guatemala,Uruguay,1,0,Friendly,Guatemala,Guatemala,False
1988-03-16 00:00:00,Hungary,Turkey,1,0,Friendly,Budapest,Hungary,False
1988-03-16 00:00:00,Ivory Coast,DR Congo,1,1,African Cup of Nations,Casablanca,Morocco,True
1988-03-16 00:00:00,Morocco,Algeria,1,0,African Cup of Nations,Casablanca,Morocco,False
1988-03-16 00:00:00,Saudi Arabia,Iraq,0,2,Gulf Cup,Riyadh,Saudi Arabia,False
1988-03-17 00:00:00,Cameroon,Nigeria,1,1,African Cup of Nations,Rabat,Morocco,True
1988-03-17 00:00:00,Egypt,Kenya,3,0,African Cup of Nations,Rabat,Morocco,True
1988-03-17 00:00:00,United Arab Emirates,Oman,1,0,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-18 00:00:00,Bahrain,Iraq,0,1,Gulf Cup,Riyadh,Saudi Arabia,True
1988-03-18 00:00:00,El Salvador,Honduras,0,0,Friendly,Los Angeles,United States,True
1988-03-18 00:00:00,Saudi Arabia,Kuwait,0,0,Gulf Cup,Riyadh,Saudi Arabia,False
1988-03-19 00:00:00,Algeria,DR Congo,1,0,African Cup of Nations,Casablanca,Morocco,True
1988-03-19 00:00:00,Morocco,Ivory Coast,0,0,African Cup of Nations,Casablanca,Morocco,False
1988-03-20 00:00:00,Antigua and Barbuda,Dominica,2,1,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False
1988-03-20 00:00:00,Cameroon,Kenya,0,0,African Cup of Nations,Rabat,Morocco,True
1988-03-20 00:00:00,Egypt,Nigeria,0,0,African Cup of Nations,Rabat,Morocco,True
1988-03-22 00:00:00,Malta,Scotland,1,1,Friendly,Attard,Malta,False
1988-03-23 00:00:00,Algeria,Nigeria,1,1,African Cup of Nations,Rabat,Morocco,True
1988-03-23 00:00:00,Bulgaria,Czechoslovakia,2,0,Friendly,Sofia,Bulgaria,False
1988-03-23 00:00:00,England,Netherlands,2,2,Friendly,London,England,False
1988-03-23 00:00:00,France,Spain,2,1,Friendly,Bordeaux,France,False
1988-03-23 00:00:00,Greece,Russia,0,4,Friendly,Athens,Greece,False
1988-03-23 00:00:00,Republic of Ireland,Romania,2,0,Friendly,Dublin,Republic of Ireland,False
1988-03-23 00:00:00,Morocco,Cameroon,0,1,African Cup of Nations,Casablanca,Morocco,False
1988-03-23 00:00:00,Northern Ireland,Poland,1,1,Friendly,Belfast,Northern Ireland,False
1988-03-23 00:00:00,Wales,Yugoslavia,1,2,Friendly,Swansea,Wales,False
1988-03-26 00:00:00,Belgium,Hungary,3,0,Friendly,Brussels,Belgium,False
1988-03-26 00:00:00,Morocco,Algeria,1,1,African Cup of Nations,Casablanca,Morocco,False
1988-03-26 00:00:00,Peru,Canada,1,3,Friendly,Lima,Peru,False
1988-03-27 00:00:00,Cameroon,Nigeria,1,0,African Cup of Nations,Casablanca,Morocco,True
1988-03-29 00:00:00,Mexico,El Salvador,8,0,Friendly,Mexico City,Mexico,False
1988-03-30 00:00:00,Colombia,Canada,3,0,Friendly,Armenia,Colombia,False
1988-03-30 00:00:00,German DR,Romania,3,3,Friendly,Halle,German DR,False
1988-03-31 00:00:00,Argentina,Russia,2,4,Friendly,Berlin,Germany,True
1988-03-31 00:00:00,Germany,Sweden,1,1,Friendly,Berlin,Germany,False
1988-03-31 00:00:00,Yugoslavia,Italy,1,1,Friendly,Split,Yugoslavia,False
1988-04-02 00:00:00,Germany,Argentina,1,0,Friendly,Berlin,Germany,False
1988-04-02 00:00:00,Sweden,Russia,2,0,Friendly,Berlin,Germany,True
1988-04-05 00:00:00,Jamaica,Canada,0,4,Friendly,Kingston,Jamaica,False
1988-04-06 00:00:00,Greece,Austria,2,2,Friendly,Piraeus,Greece,False
1988-04-07 00:00:00,Jamaica,Canada,0,0,Friendly,Montego Bay,Jamaica,False
1988-04-07 00:00:00,Malaysia,Pakistan,4,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1988-04-08 00:00:00,Kuwait,Japan,1,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-10 00:00:00,El Salvador,Guatemala,0,0,Friendly,San Salvador,El Salvador,False
1988-04-10 00:00:00,Jordan,Pakistan,1,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-11 00:00:00,Malaysia,Japan,0,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1988-04-12 00:00:00,Kuwait,Jordan,0,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-13 00:00:00,Bulgaria,German DR,1,1,Friendly,Burgas,Bulgaria,False
1988-04-14 00:00:00,Malaysia,Jordan,0,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1988-04-15 00:00:00,Kuwait,Pakistan,3,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-16 00:00:00,Japan,Jordan,1,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-17 00:00:00,Guyana,Trinidad and Tobago,0,4,CONCACAF Championship qualification,Georgetown,Guyana,False
1988-04-18 00:00:00,Japan,Pakistan,4,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1988-04-18 00:00:00,Malaysia,Kuwait,0,5,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1988-04-19 00:00:00,Guadeloupe,Suriname,1,1,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,False
1988-04-21 00:00:00,El Salvador,Guatemala,1,0,Friendly,Los Angeles,United States,True
1988-04-26 00:00:00,Mexico,Honduras,4,1,Friendly,Ciudad Victoria,Mexico,False
1988-04-27 00:00:00,Austria,Denmark,1,0,Friendly,Vienna,Austria,False
1988-04-27 00:00:00,Czechoslovakia,Russia,1,1,Friendly,Trnava,Czechoslovakia,False
1988-04-27 00:00:00,Germany,Switzerland,1,0,Friendly,Kaiserslautern,Germany,False
1988-04-27 00:00:00,Hungary,England,0,0,Friendly,Budapest,Hungary,False
1988-04-27 00:00:00,Republic of Ireland,Yugoslavia,2,0,Friendly,Dublin,Republic of Ireland,False
1988-04-27 00:00:00,Luxembourg,Italy,0,3,Friendly,Luxembourg,Luxembourg,False
1988-04-27 00:00:00,Northern Ireland,France,0,0,Friendly,Belfast,Northern Ireland,False
1988-04-27 00:00:00,Spain,Scotland,0,0,Friendly,Madrid,Spain,False
1988-04-27 00:00:00,Sweden,Wales,4,1,Friendly,Solna,Sweden,False
1988-04-28 00:00:00,Gambia,Senegal,0,4,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-04-28 00:00:00,Guinea-Bissau,Sierra Leone,0,0,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1988-04-29 00:00:00,Cape Verde,Mali,1,3,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-04-29 00:00:00,Guinea,Mauritania,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-04-30 00:00:00,Cuba,Guatemala,0,1,CONCACAF Championship qualification,Havana,Cuba,False
1988-04-30 00:00:00,Gambia,Sierra Leone,1,3,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-04-30 00:00:00,Guinea-Bissau,Senegal,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1988-05-01 00:00:00,Cape Verde,Mauritania,3,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-01 00:00:00,Guinea,Mali,1,0,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-02 00:00:00,Guinea-Bissau,Gambia,3,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1988-05-02 00:00:00,Senegal,Sierra Leone,2,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-03 00:00:00,Cape Verde,Guinea,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-03 00:00:00,Mali,Mauritania,2,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-04 00:00:00,Hungary,Iceland,3,0,Friendly,Budapest,Hungary,False
1988-05-05 00:00:00,Guinea,Sierra Leone,3,0,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-05 00:00:00,Mali,Senegal,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-07 00:00:00,Senegal,Sierra Leone,2,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-08 00:00:00,China PR,North Korea,0,0,Friendly,Hangzhou,China PR,False
1988-05-08 00:00:00,Guinea,Mali,0,0,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1988-05-08 00:00:00,Trinidad and Tobago,Guyana,1,0,CONCACAF Championship qualification,San Fernando,Trinidad and Tobago,False
1988-05-10 00:00:00,Hungary,Denmark,2,2,Friendly,Budapest,Hungary,False
1988-05-11 00:00:00,Guadeloupe,Togo,2,1,Friendly,Paris,France,True
1988-05-12 00:00:00,Jamaica,Puerto Rico,1,0,CONCACAF Championship qualification,Kingston,Jamaica,False
1988-05-13 00:00:00,Réunion,Togo,1,0,Friendly,Paris,France,True
1988-05-15 00:00:00,Guatemala,Cuba,1,1,CONCACAF Championship qualification,San Marcos,Guatemala,False
1988-05-15 00:00:00,Macau,Hong Kong,0,2,Friendly,Macau,Macau,False
1988-05-17 00:00:00,Hungary,Austria,0,4,Friendly,Budapest,Hungary,False
1988-05-17 00:00:00,Scotland,Colombia,0,0,Rous Cup,Glasgow,Scotland,False
1988-05-19 00:00:00,Canada,Greece,0,1,Friendly,Montréal,Canada,False
1988-05-19 00:00:00,Finland,Colombia,1,3,Friendly,Helsinki,Finland,False
1988-05-21 00:00:00,Canada,Greece,0,3,Matthews Cup,Toronto,Canada,False
1988-05-21 00:00:00,England,Scotland,1,0,Rous Cup,London,England,False
1988-05-21 00:00:00,Northern Ireland,Malta,3,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
1988-05-22 00:00:00,Republic of Ireland,Poland,3,1,Friendly,Dublin,Republic of Ireland,False
1988-05-23 00:00:00,Chile,Greece,0,1,Matthews Cup,Toronto,Canada,True
1988-05-24 00:00:00,England,Colombia,1,1,Rous Cup,London,England,False
1988-05-24 00:00:00,Netherlands,Bulgaria,1,2,Friendly,Rotterdam,Netherlands,False
1988-05-25 00:00:00,Burkina Faso,Ghana,3,0,Friendly,Ouagadougou,Burkina Faso,False
1988-05-25 00:00:00,Canada,Chile,1,0,Matthews Cup,Toronto,Canada,False
1988-05-25 00:00:00,Nepal,Hong Kong,0,0,AFC Asian Cup qualification,Kathmandu,Nepal,False
1988-05-26 00:00:00,Syria,North Korea,2,1,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-05-27 00:00:00,Iran,Hong Kong,2,0,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-05-28 00:00:00,Canada,Greece,0,0,Matthews Cup,Toronto,Canada,False
1988-05-28 00:00:00,Nepal,North Korea,0,1,AFC Asian Cup qualification,Kathmandu,Nepal,False
1988-05-28 00:00:00,Switzerland,England,0,1,Friendly,Basel,Switzerland,False
1988-05-29 00:00:00,Puerto Rico,Jamaica,1,2,CONCACAF Championship qualification,San Juan,Puerto Rico,False
1988-05-29 00:00:00,Syria,Iran,1,1,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-05-31 00:00:00,North Korea,Hong Kong,1,0,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-06-01 00:00:00,Denmark,Czechoslovakia,0,1,Friendly,Copenhagen,Denmark,False
1988-06-01 00:00:00,Malta,Wales,2,3,Friendly,Attard,Malta,False
1988-06-01 00:00:00,Nepal,Syria,0,3,AFC Asian Cup qualification,Kathmandu,Nepal,False
1988-06-01 00:00:00,Netherlands,Romania,2,0,Friendly,Amsterdam,Netherlands,False
1988-06-01 00:00:00,Norway,Republic of Ireland,0,0,Friendly,Oslo,Norway,False
1988-06-01 00:00:00,Russia,Poland,2,1,Friendly,Moscow,Soviet Union,False
1988-06-01 00:00:00,Spain,Sweden,1,3,Friendly,Salamanca,Spain,False
1988-06-01 00:00:00,United States,Chile,1,1,Friendly,Stockton,United States,False
1988-06-02 00:00:00,Iran,North Korea,0,0,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-06-02 00:00:00,Japan,China PR,0,3,Kirin Cup,Nagoya,Japan,False
1988-06-03 00:00:00,Libya,Burkina Faso,3,0,FIFA World Cup qualification,Tripoli,Libya,False
1988-06-03 00:00:00,Syria,Hong Kong,2,0,AFC Asian Cup qualification,Kathmandu,Nepal,True
1988-06-03 00:00:00,United States,Chile,1,3,Friendly,San Diego,United States,False
1988-06-04 00:00:00,Germany,Yugoslavia,1,1,Friendly,Bremen,Germany,False
1988-06-04 00:00:00,Italy,Wales,0,1,Friendly,Brescia,Italy,False
1988-06-04 00:00:00,Nepal,Iran,0,3,AFC Asian Cup qualification,Kathmandu,Nepal,False
1988-06-04 00:00:00,Zambia,Zimbabwe,3,2,Friendly,Lusaka,Zambia,False
1988-06-05 00:00:00,Denmark,Belgium,3,1,Friendly,Odense,Denmark,False
1988-06-05 00:00:00,Switzerland,Spain,1,1,Friendly,Basel,Switzerland,False
1988-06-05 00:00:00,United States,Chile,0,3,Friendly,Fresno,United States,False
1988-06-07 00:00:00,United States,Ecuador,0,1,Friendly,Albuquerque,United States,False
1988-06-09 00:00:00,Seychelles,Tanzania,1,1,Friendly,Victoria,Seychelles,False
1988-06-10 00:00:00,Germany,Italy,1,1,UEFA Euro,Düsseldorf,Germany,False
1988-06-10 00:00:00,Mozambique,Malawi,1,2,Friendly,Maputo,Mozambique,False
1988-06-10 00:00:00,United States,Ecuador,0,2,Friendly,Houston,United States,False
1988-06-11 00:00:00,Denmark,Spain,2,3,UEFA Euro,Hanover,Germany,True
1988-06-12 00:00:00,England,Republic of Ireland,0,1,UEFA Euro,Stuttgart,Germany,True
1988-06-12 00:00:00,Netherlands,Russia,0,1,UEFA Euro,Cologne,Germany,True
1988-06-12 00:00:00,United States,Ecuador,0,0,Friendly,Fort Worth,United States,False
1988-06-14 00:00:00,Germany,Denmark,2,0,UEFA Euro,Gelsenkirchen,Germany,False
1988-06-14 00:00:00,Italy,Spain,1,0,UEFA Euro,Frankfurt am Main,Germany,True
1988-06-14 00:00:00,Mozambique,Malawi,1,1,Friendly,Maputo,Mozambique,False
1988-06-14 00:00:00,United States,Costa Rica,1,0,Friendly,San Antonio,United States,False
1988-06-15 00:00:00,England,Netherlands,1,3,UEFA Euro,Düsseldorf,Germany,True
1988-06-15 00:00:00,Honduras,Ecuador,1,1,Friendly,Tegucigalpa,Honduras,False
1988-06-15 00:00:00,Republic of Ireland,Russia,1,1,UEFA Euro,Hanover,Germany,True
1988-06-17 00:00:00,Bahrain,South Korea,2,0,AFC Asian Cup qualification,Jakarta,Indonesia,True
1988-06-17 00:00:00,Canada,Costa Rica,0,1,Friendly,Montréal,Canada,False
1988-06-17 00:00:00,Germany,Spain,2,0,UEFA Euro,Munich,Germany,False
1988-06-17 00:00:00,Honduras,Ecuador,0,1,Friendly,Tegucigalpa,Honduras,False
1988-06-17 00:00:00,Indonesia,Yemen DPR,1,0,AFC Asian Cup qualification,Jakarta,Indonesia,False
1988-06-17 00:00:00,Italy,Denmark,2,0,UEFA Euro,Cologne,Germany,True
1988-06-18 00:00:00,England,Russia,1,3,UEFA Euro,Frankfurt am Main,Germany,True
1988-06-18 00:00:00,Republic of Ireland,Netherlands,0,1,UEFA Euro,Gelsenkirchen,Germany,True
1988-06-19 00:00:00,Antigua and Barbuda,Curaçao,0,1,CONCACAF Championship qualification,St. John's,Antigua and Barbuda,False
1988-06-19 00:00:00,Indonesia,Bahrain,0,0,AFC Asian Cup qualification,Jakarta,Indonesia,False
1988-06-19 00:00:00,South Korea,Zambia,4,0,Korea Cup,Suwon,South Korea,False
