date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1965-08-28 00:00:00,Japan,Vietnam Republic,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1965-08-28 00:00:00,South Korea,Taiwan,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1965-08-29 00:00:00,Bolivia,Argentina,1,2,FIFA World Cup qualification,La Paz,Bolivia,False
1965-08-29 00:00:00,Gabon,Nigeria,1,4,Friendly,Libreville,Gabon,False
1965-08-31 00:00:00,Singapore,India,1,2,Friendly,Kallang,Singapore,False
1965-09-04 00:00:00,Bulgaria,German DR,3,2,Friendly,Varna,Bulgaria,False
1965-09-04 00:00:00,Russia,Yugoslavia,0,0,Friendly,Moscow,Soviet Union,False
1965-09-05 00:00:00,DR Congo,Ivory Coast,4,2,African Cup of Nations qualification,Brazzaville,Congo,True
1965-09-05 00:00:00,Hungary,Austria,3,0,FIFA World Cup qualification,Budapest,Hungary,False
1965-09-07 00:00:00,Brazil,Uruguay,3,0,Friendly,Belo Horizonte,Brazil,False
1965-09-11 00:00:00,New Caledonia,Tahiti,4,1,Friendly,Nouméa,New Caledonia,False
1965-09-12 00:00:00,Zambia,Kenya,3,3,Friendly,Ndola,Zambia,False
1965-09-13 00:00:00,New Caledonia,Tahiti,2,1,Friendly,Nouméa,New Caledonia,False
1965-09-14 00:00:00,Zambia,Kenya,2,3,Friendly,Kitwe,Zambia,False
1965-09-15 00:00:00,Norway,France,0,1,FIFA World Cup qualification,Oslo,Norway,False
1965-09-18 00:00:00,Uganda,Zambia,2,2,Friendly,Kampala,Uganda,False
1965-09-19 00:00:00,Czechoslovakia,Romania,3,1,FIFA World Cup qualification,Prague,Czechoslovakia,False
1965-09-19 00:00:00,Luxembourg,Yugoslavia,2,5,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1965-09-19 00:00:00,Zambia,Kenya,3,2,Friendly,Lusaka,Zambia,False
1965-09-21 00:00:00,DR Congo,Liberia,3,2,African Cup of Nations qualification,Brazzaville,Congo,True
1965-09-25 00:00:00,Uganda,Zanzibar,4,1,Friendly,Kampala,Uganda,False
1965-09-26 00:00:00,Bulgaria,Belgium,3,0,FIFA World Cup qualification,Sofia,Bulgaria,False
1965-09-26 00:00:00,Kenya,Tanzania,0,2,Friendly,Kampala,Uganda,True
1965-09-26 00:00:00,Norway,Denmark,2,2,Nordic Championship,Oslo,Norway,False
1965-09-26 00:00:00,Sweden,Germany,1,2,FIFA World Cup qualification,Solna,Sweden,False
1965-09-28 00:00:00,Uganda,Kenya,2,2,Friendly,Kampala,Uganda,False
1965-09-29 00:00:00,Finland,Poland,2,0,FIFA World Cup qualification,Helsinki,Finland,False
1965-09-29 00:00:00,Tanzania,Zanzibar,3,0,Friendly,Kampala,Uganda,True
1965-10-01 00:00:00,Kenya,Zanzibar,5,1,Friendly,Kampala,Uganda,True
1965-10-02 00:00:00,Northern Ireland,Scotland,3,2,British Championship,Belfast,Northern Ireland,False
1965-10-02 00:00:00,Uganda,Tanzania,1,1,Friendly,Kampala,Uganda,False
1965-10-02 00:00:00,Wales,England,0,0,British Championship,Cardiff,Wales,False
1965-10-03 00:00:00,Greece,Russia,1,4,FIFA World Cup qualification,Piraeus,Greece,False
1965-10-09 00:00:00,France,Yugoslavia,1,0,FIFA World Cup qualification,Paris,France,False
1965-10-09 00:00:00,Germany,Austria,4,1,Friendly,Stuttgart,Germany,False
1965-10-09 00:00:00,Hungary,German DR,3,2,FIFA World Cup qualification,Budapest,Hungary,False
1965-10-09 00:00:00,Turkey,Czechoslovakia,0,6,FIFA World Cup qualification,Istanbul,Turkey,False
1965-10-12 00:00:00,Chile,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,True
