date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2003-08-20 00:00:00,Portugal,Kazakhstan,1,0,Friendly,Chaves,Portugal,False
2003-08-20 00:00:00,Russia,Israel,1,2,Friendly,Moscow,Russia,False
2003-08-20 00:00:00,Serbia,Wales,1,0,UEFA Euro qualification,Belgrade,Serbia and Montenegro,False
2003-08-20 00:00:00,Slovenia,Hungary,2,1,Friendly,Murska Sobota,Slovenia,False
2003-08-20 00:00:00,Sweden,Greece,1,2,Friendly,Norrköping,Sweden,False
2003-08-20 00:00:00,Switzerland,France,0,2,Friendly,Geneva,Switzerland,False
2003-08-20 00:00:00,Tunisia,Guinea,0,0,Friendly,Tunis,Tunisia,False
2003-08-20 00:00:00,Turkey,Moldova,2,0,Friendly,Ankara,Turkey,False
2003-08-20 00:00:00,Ukraine,Romania,0,2,Friendly,Donets'k,Ukraine,False
2003-08-20 00:00:00,Venezuela,Haiti,3,2,Friendly,Maracaibo,Venezuela,False
2003-08-22 00:00:00,Lebanon,Syria,1,0,Friendly,Beirut,Lebanon,False
2003-08-26 00:00:00,Jordan,Iraq,2,1,Friendly,Amman,Jordan,False
2003-08-27 00:00:00,Peru,Guatemala,0,0,Friendly,Lima,Peru,False
2003-08-31 00:00:00,Bolivia,Panama,3,0,Friendly,La Paz,Bolivia,False
2003-08-31 00:00:00,Haiti,China PR,4,3,Friendly,Fort Lauderdale,United States,True
2003-08-31 00:00:00,Zimbabwe,Eswatini,2,0,COSAFA Cup,Bulawayo,Zimbabwe,False
2003-09-04 00:00:00,Algeria,Qatar,1,0,Friendly,Dinard,France,True
2003-09-04 00:00:00,North Korea,Lebanon,0,1,AFC Asian Cup qualification,Pyongyang,North Korea,False
2003-09-04 00:00:00,Singapore,Kuwait,1,3,AFC Asian Cup qualification,Singapore,Singapore,False
2003-09-05 00:00:00,Iran,Jordan,4,1,AFC Asian Cup qualification,Tehran,Iran,False
2003-09-06 00:00:00,Andorra,Croatia,0,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False
2003-09-06 00:00:00,Argentina,Chile,2,2,FIFA World Cup qualification,Buenos Aires,Argentina,False
2003-09-06 00:00:00,Armenia,Greece,0,1,UEFA Euro qualification,Yerevan,Armenia,False
2003-09-06 00:00:00,Azerbaijan,Finland,1,2,UEFA Euro qualification,Baku,Azerbaijan,False
2003-09-06 00:00:00,Belarus,Czech Republic,1,3,UEFA Euro qualification,Minsk,Belarus,False
2003-09-06 00:00:00,Bosnia and Herzegovina,Norway,1,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
2003-09-06 00:00:00,Bulgaria,Estonia,2,0,UEFA Euro qualification,Sofia,Bulgaria,False
2003-09-06 00:00:00,Ecuador,Venezuela,2,0,FIFA World Cup qualification,Quito,Ecuador,False
2003-09-06 00:00:00,France,Cyprus,5,0,UEFA Euro qualification,Saint-Denis,France,False
2003-09-06 00:00:00,Georgia,Albania,3,0,UEFA Euro qualification,Tbilisi,Georgia,False
2003-09-06 00:00:00,Iceland,Germany,0,0,UEFA Euro qualification,Reykjavík,Iceland,False
2003-09-06 00:00:00,Republic of Ireland,Russia,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
2003-09-06 00:00:00,Italy,Wales,4,0,UEFA Euro qualification,Milan,Italy,False
2003-09-06 00:00:00,Latvia,Poland,0,2,UEFA Euro qualification,Riga,Latvia,False
2003-09-06 00:00:00,Liechtenstein,Turkey,0,3,UEFA Euro qualification,Vaduz,Liechtenstein,False
2003-09-06 00:00:00,North Macedonia,England,1,2,UEFA Euro qualification,Skopje,North Macedonia,False
2003-09-06 00:00:00,Netherlands,Austria,3,1,UEFA Euro qualification,Rotterdam,Netherlands,False
2003-09-06 00:00:00,Peru,Paraguay,4,1,FIFA World Cup qualification,Lima,Peru,False
2003-09-06 00:00:00,Portugal,Spain,0,3,Friendly,Guimarães,Portugal,False
2003-09-06 00:00:00,Romania,Luxembourg,4,0,UEFA Euro qualification,Ploiești,Romania,False
2003-09-06 00:00:00,Scotland,Faroe Islands,3,1,UEFA Euro qualification,Glasgow,Scotland,False
2003-09-06 00:00:00,Slovenia,Israel,3,1,UEFA Euro qualification,Ljubljana,Slovenia,False
2003-09-06 00:00:00,Eswatini,Botswana,0,3,Friendly,Mbabane,Eswatini,False
2003-09-06 00:00:00,Sweden,San Marino,5,0,UEFA Euro qualification,Gothenburg,Sweden,False
2003-09-06 00:00:00,Ukraine,Northern Ireland,0,0,UEFA Euro qualification,Donets'k,Ukraine,False
2003-09-07 00:00:00,Angola,Namibia,2,0,Friendly,Luanda,Angola,False
2003-09-07 00:00:00,Australia,Jamaica,2,1,Friendly,Reading,England,True
2003-09-07 00:00:00,Colombia,Brazil,1,2,FIFA World Cup qualification,Barranquilla,Colombia,False
2003-09-07 00:00:00,Costa Rica,China PR,2,0,Friendly,Fort Lauderdale,United States,True
2003-09-07 00:00:00,Uruguay,Bolivia,5,0,FIFA World Cup qualification,Montevideo,Uruguay,False
2003-09-09 00:00:00,Chile,Peru,2,1,FIFA World Cup qualification,Santiago,Chile,False
2003-09-09 00:00:00,Republic of Ireland,Turkey,2,2,Friendly,Dublin,Republic of Ireland,False
2003-09-09 00:00:00,Venezuela,Argentina,0,3,FIFA World Cup qualification,Caracas,Venezuela,False
2003-09-10 00:00:00,Albania,Georgia,3,1,UEFA Euro qualification,Tirana,Albania,False
2003-09-10 00:00:00,Andorra,Bulgaria,0,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False
2003-09-10 00:00:00,Belgium,Croatia,2,1,UEFA Euro qualification,Brussels,Belgium,False
2003-09-10 00:00:00,Bolivia,Colombia,4,0,FIFA World Cup qualification,La Paz,Bolivia,False
2003-09-10 00:00:00,Brazil,Ecuador,1,0,FIFA World Cup qualification,Manaus,Brazil,False
2003-09-10 00:00:00,Czech Republic,Netherlands,3,1,UEFA Euro qualification,Prague,Czech Republic,False
2003-09-10 00:00:00,Denmark,Romania,2,2,UEFA Euro qualification,Copenhagen,Denmark,False
2003-09-10 00:00:00,England,Liechtenstein,2,0,UEFA Euro qualification,Manchester,England,False
2003-09-10 00:00:00,Faroe Islands,Lithuania,1,3,UEFA Euro qualification,Toftir,Faroe Islands,False
2003-09-10 00:00:00,Germany,Scotland,2,1,UEFA Euro qualification,Dortmund,Germany,False
2003-09-10 00:00:00,Israel,Malta,2,2,UEFA Euro qualification,Antalya,Turkey,True
2003-09-10 00:00:00,Japan,Senegal,0,1,Friendly,Niigata,Japan,False
2003-09-10 00:00:00,Latvia,Hungary,3,1,UEFA Euro qualification,Riga,Latvia,False
2003-09-10 00:00:00,Luxembourg,Bosnia and Herzegovina,0,1,UEFA Euro qualification,Luxembourg,Luxembourg,False
2003-09-10 00:00:00,Moldova,Belarus,2,1,UEFA Euro qualification,Tiraspol,Moldova,False
2003-09-10 00:00:00,Morocco,Trinidad and Tobago,2,0,Friendly,Marrakech,Morocco,False
2003-09-10 00:00:00,Northern Ireland,Armenia,0,1,UEFA Euro qualification,Belfast,Northern Ireland,False
2003-09-10 00:00:00,Norway,Portugal,0,1,Friendly,Oslo,Norway,False
2003-09-10 00:00:00,Oman,Bahrain,1,0,Friendly,Muscat,Oman,False
2003-09-10 00:00:00,Paraguay,Uruguay,4,1,FIFA World Cup qualification,Asunción,Paraguay,False
2003-09-10 00:00:00,Poland,Sweden,0,2,UEFA Euro qualification,Chorzów,Poland,False
2003-09-10 00:00:00,Russia,Switzerland,4,1,UEFA Euro qualification,Moscow,Russia,False
2003-09-10 00:00:00,Serbia,Italy,1,1,UEFA Euro qualification,Belgrade,Serbia and Montenegro,False
2003-09-10 00:00:00,Slovakia,North Macedonia,1,1,UEFA Euro qualification,Žilina,Slovakia,False
2003-09-10 00:00:00,Slovenia,France,0,2,UEFA Euro qualification,Ljubljana,Slovenia,False
2003-09-10 00:00:00,Spain,Ukraine,2,1,UEFA Euro qualification,Elche,Spain,False
2003-09-10 00:00:00,Tunisia,Ivory Coast,3,2,Friendly,Tunis,Tunisia,False
2003-09-10 00:00:00,Wales,Finland,1,1,UEFA Euro qualification,Cardiff,Wales,False
2003-09-14 00:00:00,Kuwait,Qatar,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False
2003-09-14 00:00:00,Rwanda,Kenya,0,1,Friendly,Kigali,Rwanda,False
2003-09-16 00:00:00,Singapore,Oman,1,3,Friendly,Singapore,Singapore,False
2003-09-17 00:00:00,Yemen,Sudan,3,2,Friendly,Sana'a,Yemen,False
2003-09-19 00:00:00,Bahrain,Lebanon,4,3,Friendly,Manama,Bahrain,False
2003-09-19 00:00:00,Jordan,Syria,0,0,Friendly,Amman,Jordan,False
2003-09-19 00:00:00,Yemen,Sudan,1,2,Friendly,Sana'a,Yemen,False
2003-09-20 00:00:00,Namibia,Angola,1,3,Friendly,Windhoek,Namibia,False
2003-09-20 00:00:00,Qatar,Kuwait,2,2,AFC Asian Cup qualification,Doha,Qatar,False
2003-09-24 00:00:00,Algeria,Gabon,2,2,Friendly,Algiers,Algeria,False
2003-09-24 00:00:00,Benin,Burkina Faso,0,1,Friendly,Algiers,Algeria,True
2003-09-24 00:00:00,Qatar,Palestine,1,1,AFC Asian Cup qualification,Doha,Qatar,False
2003-09-25 00:00:00,South Korea,Vietnam,5,0,AFC Asian Cup qualification,Incheon,South Korea,False
2003-09-25 00:00:00,Nepal,Oman,0,7,AFC Asian Cup qualification,Incheon,South Korea,True
2003-09-26 00:00:00,Algeria,Burkina Faso,0,0,Friendly,Algiers,Algeria,False
2003-09-26 00:00:00,Benin,Gabon,0,4,Friendly,Algiers,Algeria,True
2003-09-26 00:00:00,Jordan,Iran,3,2,AFC Asian Cup qualification,Amman,Jordan,False
2003-09-26 00:00:00,Malaysia,Indonesia,1,1,Friendly,Kuala Lumpur,Malaysia,False
2003-09-27 00:00:00,South Korea,Oman,1,0,AFC Asian Cup qualification,Incheon,South Korea,False
2003-09-27 00:00:00,Kuwait,Singapore,4,0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
2003-09-27 00:00:00,Malawi,Zimbabwe,1,2,COSAFA Cup,Blantyre,Malawi,False
2003-09-27 00:00:00,Qatar,Palestine,2,1,AFC Asian Cup qualification,Doha,Qatar,False
2003-09-27 00:00:00,Syria,Yemen,8,2,Friendly,Jeddah,Saudi Arabia,True
2003-09-27 00:00:00,Vietnam,Nepal,5,0,AFC Asian Cup qualification,Incheon,South Korea,True
2003-09-29 00:00:00,South Korea,Nepal,16,0,AFC Asian Cup qualification,Incheon,South Korea,False
2003-09-29 00:00:00,Vietnam,Oman,0,6,AFC Asian Cup qualification,Incheon,South Korea,True
2003-09-30 00:00:00,Saudi Arabia,Syria,1,1,Friendly,Riyadh,Saudi Arabia,False
2003-10-04 00:00:00,Lesotho,Eswatini,5,2,Friendly,Maseru,Lesotho,False
2003-10-05 00:00:00,Kuwait,Palestine,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False
2003-10-05 00:00:00,Zimbabwe,Malawi,2,0,COSAFA Cup,Harare,Zimbabwe,False
2003-10-06 00:00:00,Indonesia,Bhutan,2,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True
2003-10-06 00:00:00,Saudi Arabia,Yemen,7,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False
2003-10-08 00:00:00,Iraq,Bahrain,5,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
2003-10-08 00:00:00,Kuwait,Palestine,4,0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
2003-10-08 00:00:00,Lesotho,South Africa,0,3,Friendly,Maseru,Lesotho,False
2003-10-08 00:00:00,Malaysia,Myanmar,4,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
2003-10-08 00:00:00,Oman,Jordan,2,1,Friendly,Muscat,Oman,False
2003-10-08 00:00:00,Saudi Arabia,Bhutan,6,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False
2003-10-08 00:00:00,Tunisia,Japan,0,1,Friendly,Tunis,Tunisia,False
2003-10-08 00:00:00,Yemen,Indonesia,0,3,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True
2003-10-10 00:00:00,Bhutan,Yemen,0,8,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True
