date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2021-11-11 00:00:00,Malta,Croatia,1,7,FIFA World Cup qualification,Ta' Qali,Malta,False
2021-11-11 00:00:00,Slovakia,Slovenia,2,2,FIFA World Cup qualification,Trnava,Slovakia,False
2021-11-11 00:00:00,Germany,Liechtenstein,9,0,FIFA World Cup qualification,Wolfsburg,Germany,False
2021-11-11 00:00:00,Armenia,North Macedonia,0,5,FIFA World Cup qualification,Yerevan,Armenia,False
2021-11-11 00:00:00,Romania,Iceland,0,0,FIFA World Cup qualification,Bucharest,Romania,False
2021-11-11 00:00:00,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,False
2021-11-11 00:00:00,Paraguay,Chile,0,1,FIFA World Cup qualification,Asunción,Paraguay,False
2021-11-11 00:00:00,Peru,Bolivia,3,0,FIFA World Cup qualification,Lima,Peru,False
2021-11-11 00:00:00,Brazil,Colombia,1,0,FIFA World Cup qualification,São Paulo,Brazil,False
2021-11-12 00:00:00,Burkina Faso,Niger,1,1,FIFA World Cup qualification,Marrakech,Morocco,True
2021-11-12 00:00:00,Djibouti,Algeria,0,4,FIFA World Cup qualification,Cairo,Egypt,True
2021-11-12 00:00:00,Gabon,Libya,1,0,FIFA World Cup qualification,Franceville,Gabon,False
2021-11-12 00:00:00,Angola,Egypt,2,2,FIFA World Cup qualification,Luanda,Angola,False
2021-11-12 00:00:00,Guinea,Guinea-Bissau,0,0,FIFA World Cup qualification,Conakry,Guinea,False
2021-11-12 00:00:00,Morocco,Sudan,3,0,FIFA World Cup qualification,Rabat,Morocco,False
2021-11-12 00:00:00,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,False
2021-11-12 00:00:00,Honduras,Panama,2,3,FIFA World Cup qualification,San Pedro Sula,Honduras,False
2021-11-12 00:00:00,El Salvador,Jamaica,1,1,FIFA World Cup qualification,San Salvador,El Salvador,False
2021-11-12 00:00:00,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,False
2021-11-12 00:00:00,Northern Ireland,Lithuania,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
2021-11-12 00:00:00,Italy,Switzerland,1,1,FIFA World Cup qualification,Rome,Italy,False
2021-11-12 00:00:00,Moldova,Scotland,0,2,FIFA World Cup qualification,Chișinău,Moldova,False
2021-11-12 00:00:00,Denmark,Faroe Islands,3,1,FIFA World Cup qualification,Copenhagen,Denmark,False
2021-11-12 00:00:00,Austria,Israel,4,2,FIFA World Cup qualification,Klagenfurt,Austria,False
2021-11-12 00:00:00,England,Albania,5,0,FIFA World Cup qualification,London,England,False
2021-11-12 00:00:00,Andorra,Poland,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,False
2021-11-12 00:00:00,Hungary,San Marino,4,0,FIFA World Cup qualification,Budapest,Hungary,False
2021-11-12 00:00:00,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False
2021-11-13 00:00:00,Burundi,Myanmar,2,1,Friendly,Manavgat,Turkey,True
2021-11-13 00:00:00,Nicaragua,Cuba,2,0,Friendly,Managua,Nicaragua,False
2021-11-13 00:00:00,Sierra Leone,Comoros,0,2,Friendly,Sapanca,Turkey,True
2021-11-13 00:00:00,Bangladesh,Maldives,2,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,True
2021-11-13 00:00:00,Sri Lanka,Seychelles,0,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,False
2021-11-13 00:00:00,Zambia,Mauritania,4,0,FIFA World Cup qualification,Lusaka,Zambia,False
2021-11-13 00:00:00,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False
2021-11-13 00:00:00,Cape Verde,Central African Republic,2,1,FIFA World Cup qualification,Mindelo,Cape Verde,False
2021-11-13 00:00:00,Liberia,Nigeria,0,2,FIFA World Cup qualification,Tangier,Morocco,True
2021-11-13 00:00:00,Malawi,Cameroon,0,4,FIFA World Cup qualification,Johannesburg,South Africa,True
2021-11-13 00:00:00,Ivory Coast,Mozambique,3,0,FIFA World Cup qualification,Cotonou,Benin,True
