date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2012-01-22 00:00:00,Ivory Coast,Sudan,1,0,African Cup of Nations,Malabo,Equatorial Guinea,True
2012-01-22 00:00:00,Lebanon,Iraq,1,0,Friendly,Beirut,Lebanon,False
2012-01-22 00:00:00,Lesotho,São Tomé and Príncipe,0,0,African Cup of Nations qualification,Maseru,Lesotho,False
2012-01-22 00:00:00,Trinidad and Tobago,Finland,2,3,Friendly,Port of Spain,Trinidad and Tobago,False
2012-01-23 00:00:00,Gabon,Niger,2,0,African Cup of Nations,Libreville,Gabon,False
2012-01-23 00:00:00,Morocco,Tunisia,1,2,African Cup of Nations,Libreville,Gabon,True
2012-01-24 00:00:00,Ghana,Botswana,1,0,African Cup of Nations,Franceville,Gabon,True
2012-01-24 00:00:00,Mali,Guinea,1,0,African Cup of Nations,Franceville,Gabon,True
2012-01-25 00:00:00,Equatorial Guinea,Senegal,2,1,African Cup of Nations,Bata,Equatorial Guinea,False
2012-01-25 00:00:00,Libya,Zambia,2,2,African Cup of Nations,Bata,Equatorial Guinea,True
2012-01-25 00:00:00,Mexico,Venezuela,3,1,Friendly,Houston,United States,True
2012-01-25 00:00:00,Panama,United States,0,1,Friendly,Panama City,Panama,False
2012-01-26 00:00:00,Ivory Coast,Burkina Faso,2,0,African Cup of Nations,Malabo,Equatorial Guinea,True
2012-01-26 00:00:00,Sudan,Angola,2,2,African Cup of Nations,Malabo,Equatorial Guinea,True
2012-01-27 00:00:00,Gabon,Morocco,3,2,African Cup of Nations,Libreville,Gabon,False
2012-01-27 00:00:00,Niger,Tunisia,1,2,African Cup of Nations,Libreville,Gabon,True
2012-01-27 00:00:00,Romania,Turkmenistan,4,0,Friendly,Belek,Turkey,True
2012-01-28 00:00:00,Botswana,Guinea,1,6,African Cup of Nations,Franceville,Gabon,True
2012-01-28 00:00:00,Ghana,Mali,2,0,African Cup of Nations,Franceville,Gabon,True
2012-01-29 00:00:00,Equatorial Guinea,Zambia,0,1,African Cup of Nations,Malabo,Equatorial Guinea,False
2012-01-29 00:00:00,Libya,Senegal,2,1,African Cup of Nations,Bata,Equatorial Guinea,True
2012-01-29 00:00:00,United Arab Emirates,Uzbekistan,1,0,Friendly,Dubai,United Arab Emirates,False
2012-01-30 00:00:00,Ivory Coast,Angola,2,0,African Cup of Nations,Malabo,Equatorial Guinea,True
2012-01-30 00:00:00,Sudan,Burkina Faso,2,1,African Cup of Nations,Bata,Equatorial Guinea,True
2012-01-31 00:00:00,Gabon,Tunisia,1,0,African Cup of Nations,Franceville,Gabon,False
2012-01-31 00:00:00,Niger,Morocco,0,1,African Cup of Nations,Libreville,Gabon,True
2012-02-01 00:00:00,Botswana,Mali,1,2,African Cup of Nations,Libreville,Gabon,True
2012-02-01 00:00:00,Ghana,Guinea,1,1,African Cup of Nations,Franceville,Gabon,True
2012-02-04 00:00:00,Equatorial Guinea,Ivory Coast,0,3,African Cup of Nations,Malabo,Equatorial Guinea,False
2012-02-04 00:00:00,Zambia,Sudan,3,0,African Cup of Nations,Bata,Equatorial Guinea,True
2012-02-05 00:00:00,Gabon,Mali,1,1,African Cup of Nations,Libreville,Gabon,False
2012-02-05 00:00:00,Ghana,Tunisia,2,1,African Cup of Nations,Franceville,Gabon,True
2012-02-08 00:00:00,Mali,Ivory Coast,0,1,African Cup of Nations,Libreville,Gabon,True
2012-02-08 00:00:00,Zambia,Ghana,1,0,African Cup of Nations,Bata,Equatorial Guinea,True
2012-02-11 00:00:00,Ghana,Mali,0,2,African Cup of Nations,Malabo,Equatorial Guinea,True
2012-02-12 00:00:00,Zambia,Ivory Coast,0,0,African Cup of Nations,Libreville,Gabon,True
2012-02-15 00:00:00,Liberia,Nigeria,0,2,Friendly,Monrovia,Liberia,False
2012-02-15 00:00:00,Paraguay,Chile,2,0,Friendly,Luque,Paraguay,False
2012-02-17 00:00:00,North Korea,Kuwait,1,1,Friendly,Changsha,China PR,True
2012-02-22 00:00:00,China PR,Kuwait,2,0,Friendly,Changsha,China PR,False
2012-02-22 00:00:00,Grenada,Guyana,1,2,Friendly,St. George's,Grenada,False
2012-02-22 00:00:00,Jamaica,Cuba,1,0,Friendly,Kingston,Jamaica,False
2012-02-22 00:00:00,Paraguay,Guatemala,2,1,Friendly,Luque,Paraguay,False
2012-02-23 00:00:00,Iran,Jordan,2,2,Friendly,Dubai,United Arab Emirates,True
2012-02-23 00:00:00,Oman,India,5,1,Friendly,Seeb,Oman,False
2012-02-23 00:00:00,Tanzania,DR Congo,0,0,Friendly,Dar es Salaam,Tanzania,False
2012-02-24 00:00:00,Jamaica,Cuba,3,0,Friendly,Montego Bay,Jamaica,False
2012-02-24 00:00:00,Japan,Iceland,3,1,Friendly,Osaka,Japan,False
2012-02-24 00:00:00,Nicaragua,Puerto Rico,1,0,Friendly,Managua,Nicaragua,False
2012-02-24 00:00:00,Singapore,Azerbaijan,2,2,Friendly,Dubai,United Arab Emirates,True
2012-02-24 00:00:00,Thailand,Maldives,3,0,Friendly,Chiang Mai,Thailand,False
2012-02-24 00:00:00,United Arab Emirates,Palestine,3,0,Friendly,Abu Dhabi,United Arab Emirates,False
2012-02-25 00:00:00,South Korea,Uzbekistan,4,2,Friendly,Jeonju,South Korea,False
2012-02-26 00:00:00,Nicaragua,Puerto Rico,4,1,Friendly,Managua,Nicaragua,False
2012-02-27 00:00:00,Egypt,Kenya,5,0,Friendly,Doha,Qatar,True
2012-02-27 00:00:00,India,Azerbaijan,0,3,Friendly,Dubai,United Arab Emirates,True
2012-02-28 00:00:00,Armenia,Serbia,0,2,Friendly,Limassol,Cyprus,True
2012-02-28 00:00:00,Bosnia and Herzegovina,Brazil,1,2,Friendly,St. Gallen,Switzerland,True
2012-02-29 00:00:00,Antigua and Barbuda,Trinidad and Tobago,0,4,Friendly,St. John's,Antigua and Barbuda,False
2012-02-29 00:00:00,Armenia,Canada,3,1,Friendly,Limassol,Cyprus,True
2012-02-29 00:00:00,Australia,Saudi Arabia,4,2,FIFA World Cup qualification,Melbourne,Australia,False
2012-02-29 00:00:00,Austria,Finland,3,1,Friendly,Klagenfurt,Austria,False
2012-02-29 00:00:00,Bahrain,Indonesia,10,0,FIFA World Cup qualification,Riffa,Bahrain,False
2012-02-29 00:00:00,Bolivia,Cuba,1,0,Friendly,Cochabamba,Bolivia,False
2012-02-29 00:00:00,Burundi,Zimbabwe,2,1,African Cup of Nations qualification,Bujumbura,Burundi,False
2012-02-29 00:00:00,Chad,Malawi,3,2,African Cup of Nations qualification,N'Djamena,Chad,False
2012-02-29 00:00:00,Chile,Ghana,1,1,Friendly,Chester,United States,True
2012-02-29 00:00:00,China PR,Jordan,3,1,FIFA World Cup qualification,Guangzhou,China PR,False
2012-02-29 00:00:00,Congo,Uganda,3,1,African Cup of Nations qualification,Brazzaville,Congo,False
2012-02-29 00:00:00,Croatia,Sweden,1,3,Friendly,Zagreb,Croatia,False
2012-02-29 00:00:00,Cyprus,Serbia,0,0,Friendly,Larnaca,Cyprus,False
2012-02-29 00:00:00,Denmark,Russia,0,2,Friendly,Copenhagen,Denmark,False
2012-02-29 00:00:00,Ecuador,Honduras,2,0,Friendly,Guayaquil,Ecuador,False
2012-02-29 00:00:00,Egypt,Niger,1,0,Friendly,Doha,Qatar,True
2012-02-29 00:00:00,El Salvador,Estonia,0,2,Friendly,Los Angeles,United States,True
2012-02-29 00:00:00,England,Netherlands,2,3,Friendly,London,England,False
2012-02-29 00:00:00,Ethiopia,Benin,0,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
2012-02-29 00:00:00,Gambia,Algeria,1,2,African Cup of Nations qualification,Bakau,Gambia,False
2012-02-29 00:00:00,Georgia,Albania,2,1,Friendly,Tbilisi,Georgia,False
