date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2005-09-07 00:00:00,Northern Ireland,England,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
2005-09-07 00:00:00,Norway,Scotland,1,2,FIFA World Cup qualification,Oslo,Norway,False
2005-09-07 00:00:00,Poland,Wales,1,0,FIFA World Cup qualification,Warsaw,Poland,False
2005-09-07 00:00:00,Russia,Portugal,0,0,FIFA World Cup qualification,Moscow,Russia,False
2005-09-07 00:00:00,Spain,Serbia,1,1,FIFA World Cup qualification,Madrid,Spain,False
2005-09-07 00:00:00,Ukraine,Turkey,0,1,FIFA World Cup qualification,Kyiv,Ukraine,False
2005-09-23 00:00:00,United Arab Emirates,Benin,0,0,Friendly,Dubai,United Arab Emirates,False
2005-09-24 00:00:00,Malawi,Zimbabwe,2,0,Friendly,Maputo,Mozambique,True
2005-09-25 00:00:00,Mozambique,Zimbabwe,3,2,Friendly,Maputo,Mozambique,False
2005-09-25 00:00:00,Zambia,DR Congo,2,2,Friendly,Chililabombwe,Zambia,False
2005-09-27 00:00:00,DR Congo,Zambia,0,0,Friendly,Lubumbashi,DR Congo,False
2005-09-30 00:00:00,Guyana,Dominica,3,0,Friendly,Linden,Guyana,False
2005-10-01 00:00:00,Guatemala,Jamaica,1,2,Friendly,Fort Lauderdale,United States,True
2005-10-01 00:00:00,Liberia,Zambia,0,5,FIFA World Cup qualification,Monrovia,Liberia,False
2005-10-02 00:00:00,Guyana,Dominica,3,0,Friendly,Georgetown,Guyana,False
2005-10-07 00:00:00,Poland,Iceland,3,2,Friendly,Warsaw,Poland,False
2005-10-08 00:00:00,Belgium,Spain,0,2,FIFA World Cup qualification,Brussels,Belgium,False
2005-10-08 00:00:00,Bosnia and Herzegovina,San Marino,3,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2005-10-08 00:00:00,Botswana,Guinea,1,2,FIFA World Cup qualification,Gaborone,Botswana,False
2005-10-08 00:00:00,Bulgaria,Hungary,2,0,FIFA World Cup qualification,Sofia,Bulgaria,False
2005-10-08 00:00:00,Cameroon,Egypt,1,1,FIFA World Cup qualification,Yaoundé,Cameroon,False
2005-10-08 00:00:00,Cape Verde,Ghana,0,4,FIFA World Cup qualification,Praia,Cape Verde,False
2005-10-08 00:00:00,Colombia,Chile,1,1,FIFA World Cup qualification,Barranquilla,Colombia,False
2005-10-08 00:00:00,Congo,Togo,2,3,FIFA World Cup qualification,Brazzaville,Congo,False
2005-10-08 00:00:00,Costa Rica,United States,3,0,FIFA World Cup qualification,San José,Costa Rica,False
2005-10-08 00:00:00,Croatia,Sweden,1,0,FIFA World Cup qualification,Zagreb,Croatia,False
2005-10-08 00:00:00,Cyprus,Republic of Ireland,0,1,FIFA World Cup qualification,Nicosia,Cyprus,False
2005-10-08 00:00:00,Czech Republic,Netherlands,0,2,FIFA World Cup qualification,Prague,Czech Republic,False
2005-10-08 00:00:00,Denmark,Greece,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False
2005-10-08 00:00:00,Ecuador,Uruguay,0,0,FIFA World Cup qualification,Quito,Ecuador,False
2005-10-08 00:00:00,England,Austria,1,0,FIFA World Cup qualification,Manchester,England,False
2005-10-08 00:00:00,Finland,Romania,0,1,FIFA World Cup qualification,Helsinki,Finland,False
2005-10-08 00:00:00,Gabon,Algeria,0,0,FIFA World Cup qualification,Port-Gentil,Gabon,False
2005-10-08 00:00:00,Georgia,Kazakhstan,0,0,FIFA World Cup qualification,Tbilisi,Georgia,False
2005-10-08 00:00:00,Israel,Faroe Islands,2,1,FIFA World Cup qualification,Ramat-Gan,Israel,False
2005-10-08 00:00:00,Italy,Slovenia,1,0,FIFA World Cup qualification,Palermo,Italy,False
2005-10-08 00:00:00,Latvia,Japan,2,2,Friendly,Riga,Latvia,False
2005-10-08 00:00:00,Lithuania,Serbia,0,2,FIFA World Cup qualification,Vilnius,Lithuania,False
2005-10-08 00:00:00,Malawi,Kenya,3,0,FIFA World Cup qualification,Blantyre,Malawi,False
2005-10-08 00:00:00,Mexico,Guatemala,5,2,FIFA World Cup qualification,San Luis Potosí,Mexico,False
2005-10-08 00:00:00,Nigeria,Zimbabwe,5,1,FIFA World Cup qualification,Abuja,Nigeria,False
2005-10-08 00:00:00,Northern Ireland,Wales,2,3,FIFA World Cup qualification,Belfast,Northern Ireland,False
2005-10-08 00:00:00,Norway,Moldova,1,0,FIFA World Cup qualification,Oslo,Norway,False
2005-10-08 00:00:00,Panama,Trinidad and Tobago,0,1,FIFA World Cup qualification,Panama City,Panama,False
2005-10-08 00:00:00,Portugal,Liechtenstein,2,1,FIFA World Cup qualification,Aveiro,Portugal,False
2005-10-08 00:00:00,Russia,Luxembourg,5,1,FIFA World Cup qualification,Moscow,Russia,False
2005-10-08 00:00:00,Rwanda,Angola,0,1,FIFA World Cup qualification,Kigali,Rwanda,False
